Chetwynd Centre Medical Clinic;SL072624;2507883234;;;Y;English;5121;47th;Avenue;Chetwynd;V0C 1J0;55.700364;-121.633385;Provides non-emergency health care services on a walk-in basis daily. Can only accommodate 20 - 25 patients per day.;Mon - Thu, 2:30 p.m. - 5 p.m. Fri, 2:30 p.m. - 4 p.m. Please note that clinic can only accommodate 20-25 patients daily.
Burquitlam Medical Clinic;SL072641;6049398831;;;Y;English,Korean;504;Cottonwood;Avenue;Coquitlam;V3J 2R4;49.258876;-122.892904;Provides non-emergency health care services on a walk-in basis.;Mon - Fri, 10 a.m. - 6 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Well Medical Clinic;SL072642;6049372520;;;N;English;1001;Austin;Avenue;Coquitlam;V3J 3N9;49.249007;-122.867352;Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening hours may be available Monday - Friday. Saturday hours also available. Please call for clinic availability.;Mon - Fri, 9 a.m. - 6 p.m. Sat, 9 a.m. - 2 p.m. Please call for walk-in clinic availability as hours vary day to day. Clinic open until 9 p.m. on some weeknights depending on doctor availability.
Chand Medical Clinic Inc;SL072644;6045935156;;;Y;;15122;72nd;Avenue;Surrey;V3S 2G2;49.133691;-122.801946;Provides non-emergency health care services on a walk-in basis.;Please call for hours of walk-in clinic service.
Gibsons Medical Associates;SL061523;6048862868;http://gibsonsmedicalassociates.net/;;N;English;1100;Sunshine Coast;Highway;Gibsons;V0N 1V0;49.40658;-123.530368;Provides non-emergency health care services on a walk-in basis.;Mon - Fri, 9 a.m. - 4:30 p.m.
Clayton Heights Medical Clinic;SL066754;6045750501;;;N;English;18730;Fraser;Highway;Surrey;V3S 7Y4;49.124387;-122.703286;Provides non-emergency health care on a walk-in basis. Includes a family medical practice. Evening clinic hours offered Monday - Thursday. Saturday and Sunday hours also available.;Mon - Thu, 8 a.m. - 8 p.m. Fri, 8 a.m. - 5 p.m. Sat, 9 a.m. - 2 p.m. Sun, 10 a.m. - 1 p.m. Please note hours are subject to physician availability and patient volume.
Island Emerald Medical Centre;SL069330;2507543218;;;Y;English;1273;Island;Highway;Nanaimo;V9R 7A4;49.183609;-123.955637;Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday hours are available.;Sat, 10 a.m. - 4 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Wave Medical Clinic;SL073494;6045584044;http://www.wavemedicalclinic.com;info@wavemedicalclinic.com;Y;;1160;Burrard;Street;Vancouver;V6Z 2E8;49.279513;-123.12848;Provides non-emergency health care services on a walk-in basis.;Mon - Fri, 9 a.m. - 6 p.m.
West Coast Family Medical Clinic;SL073560;2506424233;http://www.mydoctor.ca/westcoastfamily;;Y;English;6660;Sooke;Road;Sooke;V9Z 0A5;48.378506;-123.721702;Provides non-emergency health care services on a walk-in basis. Includes a family practice.;Mon - Fri, 8 a.m. - 5 p.m. Youth: Tue, 4 a.m. - 6:30 p.m. Urgent care: Mon - Thu, 5 p.m. - 7:30 p.m., Fri, 3 p.m. - 5:30 p.m., Sat, 9 a.m. - 12:30 p.m., Sun, 10 a.m. - 12:30 p.m. Hours are subject to change. Please call ahead to confirm.
The Bridge Medical Clinic;SL073678;7784200200;http://www.thebridgeclinic.ca;thebridgeclinic@shaw.ca;Y;English;2207F;Glenmore;Road;Campbell River;V9H 1E1;49.869856;-125.129046;Provides non-emergency health care services on a walk-in basis. Saturday hours also available.;Mon - Fri, 9 a.m. - 5 p.m. Sat, 10 a.m. - 2 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Dr. Wayne Niou Family Practice;SL073698;6044361231;;;Y;English;4500;Kingsway;;Burnaby;V5H 2A9;49.230165;-123.004778;Provides non-emergency health care services on a walk-in basis. Includes a family practice. Sunday hours available.;Sunday walk in, hours vary by physician.
Eljen Medical Clinic;SL073828;2507827525;;;Y;English;1300;111;Avenue;Dawson Creek;V1G 2X5;55.749128;-120.237571;Provides non-emergency health care services on a walk-in basis. Includes a family practice.;Mon - Fri, 8 a.m. - 5 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Allwood Medical Centre;SL073829;6048506893;;;Y;English;2752;Allwood;Street;Abbotsford;V2T 3R7;49.051728;-122.319815;Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday hours also available.;Mon - Fri, 9 a.m. - 5 p.m. Sat, 9 a.m. - 1 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
McCallum Clinic;SL073830;6048522279;;;Y;English;2479;McCallum;Road;Abbotsford;V2S 3P8;49.047192;-122.2936;Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday hours also available.;Mon, 8:30 a.m. - 3:30 p.m. Tue, 9:30 a.m. - 4:30 p.m. Wed, Fri, 8:30 a.m. - 4 p.m. Thu, 8:30 a.m. - 5 p.m. Sat, 8:30 a.m. - 1 p.m. Please note hours are subject to physician availability and patient volume.
Associated Physicians Clinic;SL073831;2506561164;;;Y;English;2425;Bevan;Avenue;Sidney;V8L 4R5;48.647645;-123.399438;Provides non-emergency health care services on a walk-in basis. Includes a family medical practice. Saturday and Sunday hours also available.;Family Practice Hours: Mon - Fri, 9 a.m. - 4 p.m Walk-In Clinic Hours: Mon - Fri, 9 a.m. - 6 p.m. Sat and Sun, 10 a.m. - 2 p.m. Please note that hours are subject to physician availability and patient volume. Call ahead to confirm.
Bellevue Medical Clinic;SL073838;6049222426;http://bellevueclinic.ca;admin@bellevueclinic.ca;N;English,Farsi;1409;Bellevue;Avenue;West Vancouver;V7T 1C3;49.327367;-123.15461;Provides non-emergency health care services on a walk-in basis.;Mon - Wed, 1 p.m. - 5:30 p.m. Thu, 9:30 a.m. - 5:30 p.m. Hours are subject to change. Please call to confirm.
Bellevue Medical Clinic;SL073839;6049479830;;;N;English;495;Bowen Island Trunk;Road;Bowen Island;V0N 1G0;49.379712;-123.338866;Provides non-emergency health care services on a walk-in basis.;Mon - Wed, 9:00 a.m. - 12:30 p.m., Fri, 10:30 a.m. - 4:30 p.m.
Richmond Central Medical Clinic;SL073841;7782974700;;;N;English,Russian,Cantonese;7997;Westminster;Highway;Richmond;V6X 1A4;49.170249;-123.136592;Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday - Thursday. Saturday and Sunday hours also available.;Mon - Thu, 8 a.m. - 8 p.m. Fri, 8 a.m. - 5 p.m. Sat - Sun, 9 a.m. - 2 p.m.
Lake Country Family Practice;SL073890;2507663938;;;Y;English;9966;Pollard;Road;Lake Country;V4V 1V7;50.025931;-119.405559;Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday hours also available.;Mon - Fri, 9 a.m. - 5:30 p.m. Sat, 10 a.m. - noon. Please note hours are subject to physician availability and patient volume. Regular family practice hours: Mon - Fri, 9 a.m. - 4:30 p.m.
Vivacare;SL073918;6047928482;http://www.vivacare.ca/;mail@vivacare.ca;Y;English;8249;Eagle Landing;Parkway;Chilliwack;V2R 0P9;49.151848;-121.97908;Provides non-emergency health care services on a walk-in basis. Includes a family practice. May offer evening clinic hours Monday - Friday. Saturday, Sunday, and statutory hours may also be available. Please see locations for details.;Mon - Fri, 8:30 a.m. - 5 p.m. Wed, 8:30 a.m. - 7 p.m. Sat, 9 a.m. - 3 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Vivacare;SL073916;6044228482;http://www.vivacare.ca/;mail@vivacare.ca;N;English;9855;Austin;Road;Burnaby;V3J 1N4;49.25118;-122.89547;Provides non-emergency health care services on a walk-in basis. Includes a family practice. May offer evening clinic hours Monday - Friday. Saturday, Sunday, and statutory hours may also be available. Please see locations for details.;Mon - Fri, 9 a.m. - 6 p.m. Sat, 9 a.m. - 3 p.m. Closed Sun and holidays. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Vivacare;SL073917;7782184100;http://www.vivacare.ca/;mail@vivacare.ca;Y;English,Punjabi;15299;68;Avenue;Surrey;V3S 2C1;49.126367;-122.799101;Provides non-emergency health care services on a walk-in basis. Includes a family practice. May offer evening clinic hours Monday - Friday. Saturday, Sunday, and statutory hours may also be available. Please see locations for details.;Mon - Fri, 9 a.m. - 6 p.m. Sat, 9 a.m. - 1 p.m. Closed Sun and holidays. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Vivacare;SL076632;7783971655;http://www.vivacare.ca/;mail@vivacare.ca;Y;English;1024;Ewen;Avenue;New Westminster;V3M 5E1;49.185576;-122.948266;Provides non-emergency health care services on a walk-in basis. Includes a family practice. May offer evening clinic hours Monday - Friday. Saturday, Sunday, and statutory hours may also be available. Please see locations for details.;Mon - Fri, 9 a.m. - 5 p.m. Closed Saturdays. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Vivacare;SL075358;6045893848;http://www.vivacare.ca/;mail@vivacare.ca;N;English;1000;Guildford Town;Centre;Surrey;V3R 1N3;49.188825;-122.804342;Provides non-emergency health care services on a walk-in basis. Includes a family practice. May offer evening clinic hours Monday - Friday. Saturday, Sunday, and statutory hours may also be available. Please see locations for details.;Mon - Fri, 9 a.m. - 6 p.m. Sat, 9 a.m. - 5 p.m. Closed Sun,Statutory Holidays. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Vivacare;SL076631;6045999401;http://www.vivacare.ca/;mail@vivacare.ca;Y;English;6345;120;Street;Delta;V4E 2A6;49.118166;-122.890471;Provides non-emergency health care services on a walk-in basis. Includes a family practice. May offer evening clinic hours Monday - Friday. Saturday, Sunday, and statutory hours may also be available. Please see locations for details.;Mon - Fri, 8:30 a.m. - 6 p.m. Sat, 9 a.m. - 3 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Vivacare;SL073915;7782161822;http://www.vivacare.ca/;mail@vivacare.ca;Y;English,Farsi;2150;Hawkins;Street;Port Coquitlam;V3B 0G6;49.253528;-122.739462;Provides non-emergency health care services on a walk-in basis. Includes a family practice. May offer evening clinic hours Monday - Friday. Saturday, Sunday, and statutory hours may also be available. Please see locations for details.;Mon - Fri, 8:30 a.m. - 5 p.m. Wed, 8:30 a.m. - 7 p.m. Sat, 9 a.m. - 3 p.m. Closed Sun and holidays. Please note that hours are subject to physician availability and patient volume.
Vivacare;SL076635;6043814102;http://www.vivacare.ca/;mail@vivacare.ca;Y;English;3122;Mt. Lehman;Road;Abbotsford;V4X 0B3;49.059738;-122.379944;Provides non-emergency health care services on a walk-in basis. Includes a family practice. May offer evening clinic hours Monday - Friday. Saturday, Sunday, and statutory hours may also be available. Please see locations for details.;Mon - Fri, 8:30 a.m. - 6 p.m. Sat, 9 a.m. - 3:30 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
The Doctors' Office;SL073990;6047348252;;;N;English;777;Broadway;;Vancouver;V5Z 4J7;49.263344;-123.121299;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered. Saturday hours also available.;Mon - Fri, 8 a.m. - 8 p.m. Sat, 9 a.m. - 3 p.m. (Patients need to call first if arriving after 5 p.m.)
Oasis Medical Centre;SL074029;2507687656;;;Y;English;2145;Louie;Drive;West Kelowna;V4T 3E6;49.840231;-119.612518;Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday hours also available.;Hours vary, please call the clinic for specific hours.
Panorama Village Medical Clinic;SL074633;6045740481;http://www.panoramavillagemedical.com/;;N;English;15157;56th;Avenue;Surrey;V3S 9A5;49.104505;-122.80326;Provides non-emergency health care services on a walk-in basis. Includes a family medical practice. Evening clinic hours offered Monday - Friday. Saturday, Sunday and statutory holiday hours also available.;Mon - Fri, 8 a.m. - 8 p.m. Sat, Sun, holidays, 8 a.m. - 2 p.m. Please note hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Mile Zero Dr. Harry Neveling Family Practice and Walk-in Clinic;SL074843;2507821103;;;Y;English;10200;8th;Street;Dawson Creek;V1G 3P8;55.757051;-120.222749;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday, Sunday and statutory holiday hours also available.  Includes a family medical practice.;Mon - Fri, 9 a.m. - 8 p.m. Sat 10 a.m. - 5 p.m. Sun 10 a.m. - 4 p.m . Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
West Coast Urgent Care Clinic;SL075466;7784211219;;;N;English;3949;Maple;Way;Port Alberni;V9Y 0B2;49.263571;-124.792035;Provides non-emergency health care services on a walk-in basis. Includes a family practice.;Hours vary. Please call for more information.
Matters of Health Medical Clinic;SL075877;6045584633;;info@mattersofhealth.ca;Y;English;5591;West Boulevard;;Vancouver;V6M 3W6;49.235586;-123.155556;Provides non-emergency health care services on a walk-in basis. Saturday hours are available.;Mon - Fri, 10 a.m. - 6 p.m. Sat, 10 a.m. - 5 p.m. Closed Sun and holidays.
South Vancouver Medical Clinic;SL075949;6043230077;;;N;English,Spanish;350;Marine;Drive;Vancouver;V5X 2S5;49.210671;-123.100212;Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday - Friday.;Mon - Fri, 10 a.m. - 9 p.m. Sat, Sun, 11 a.m. - 5 p.m. Hours are subject to change. Please call to confirm.
Jabbour Medical Health Centre;SL076083;6045580123;;infodrjabbour@gmail.com;Y;English,Arabic,Spanish,Polish;212;Robson;Street;Vancouver;V6B 6A1;49.278333;-123.115169;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday and Thursday.;Tue, Wed, Fri, 9 a.m. - 6 p.m. Mon, Thu, 9 a.m. - 8:30 p.m.
Willowbrook Medical Clinic;SL076140;6045301333;;;N;English;19653;Willowbrook;Drive;Langley;V2Y 1A5;49.115513;-122.678664;Provides non-emergency health care services on a walk-in basis, or by appointment. Evening clinic hours offered Monday - Friday. Saturday and Sunday hours are also available. Please call regarding statutory holiday hours.;Mon - Fri, 9 a.m. - 9 p.m. Sat, Sun, 10 a.m. - 4 p.m. Please call to confirm statutory holiday hours. Note that hours are subject to physician availability and patient volume.
Esquimalt Medical Clinic;SL076611;7782654305;http://esquimaltmedicalclinic.com/;office@EsquimaltMedicalClinic.com;Y;English;1153;Esquimalt;Road;Victoria;V9A 3N7;48.429952;-123.409936;Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday hours also available.;Mon, 1 p.m. - 5 p.m. Wed, 9 a.m. - 5 p.m. Thu, 1 p.m. - 5 p.m. Sat, 9 a.m. - 5 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.
Vital Health;SL076696;6045584825;http://vitalhealthmedical.com/;admin@vitalhealthmedical.com;N;English;1855;4th;Avenue;Vancouver;V6J 1M5;49.268173;-123.146961;Provides non-emergency health care services on a walk-in basis.;Mon - Fri, 9 a.m. - 4 p.m. Pre-booked appointments: Mon - Fri, 3 p.m. - 7 p.m.
Foremed Clinic;SL076732;6045222206;;;Y;English;420;Columbia;Street;New Westminster;V3L 1B1;49.204289;-122.905839;Provides non-emergency health care services on a walk-in basis, no appointment is necessary.;Mon - Fri, 8 a.m. - 5 p.m. Doctor hours vary, please call ahead to confirm availability.
Fraser Heights Medical Centre;SL061973;6045828820;http://www.findabcdoctor.ca/clinic3.html;;N;English,Hindi,Punjabi,Urdu;15966;108th;Avenue;Surrey;V4N 5V6;49.198787;-122.781325;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday and Tuesday. Weekend hours also available.;Mon, 9 a.m. - 9 p.m. Tue, 8 p.m. - 9 p.m. Wed - Fri, 8 a.m. - 3 p.m. Sat, 9 a.m. - 5 p.m. Sun, 10 a.m. - 5 p.m. Closing hours subject to change or check the website for doctors' schedules.
Ladner Centre Medical;SL063459;6049400917;;;Y;English;5132;Ladner Trunk;Road;Delta;V4K 1W3;49.090239;-123.081298;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday through Friday. Saturday hours also available. Also includes a family medical practice.;Walk-In hours vary from day to day. Please call ahead to obtain hours for the week.
Nordel Crossing Medical Clinic;SL062165;6045430888;http://www.findabcdoctor.ca/clinic5.html;;Y;English,Hindi;12080;Nordel;Way;Surrey;V3W 1P6;49.161942;-122.887176;Provides non-emergency health care services on a walk-in basis. Saturday and Sunday clinic hours offered.;Mon - Fri, 7:30 a.m. - 5 p.m. Sat - Sun, 9 a.m. - 6 p.m. closing times may vary depending on patient volume phones are answered after 9 a.m. Also check the website for doctors' schedules.
West Oaks Medical Centre;SL062045;6045579938;http://www.findabcdoctor.ca/clinic6.html;;Y;English;32700;South Fraser;Way;Abbotsford;V2T 4M5;49.051131;-122.317578;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Tuesday. Saturday and Sunday hours also available. Includes a family medical practice.;Mon, 9 a.m. - 7 p.m. Tue, 9 a.m. - 6 p.m. Wed - Fri, 9 a.m. - 5 p.m. Sat - Sun, 10 a.m. - 4 p.m. Hours are subject to physician availability and patient volume. Also, check the website for doctors' schedules.
Cedar Hills Medical Clinic;SL063458;6045843531;http://www.findabcdoctor.ca/clinic1.html;;N;English,Tagalog,Bicol,Filipino;12860;96;Avenue;Surrey;V3V 6A8;49.177157;-122.866255;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered every day of the week.;Mon - Fri, 8 a.m - 9 p.m. Sat, Sun, 9 a.m. - 9 p.m. Please note that hours are subject to physician availability and patient volume. Please call to confirm or check the website for doctors' schedules.
12th Avenue Medical Centre;SL067074;6049431148;http://www.findabcdoctor.ca/clinic7.html;;Y;;5365;12;Avenue;Delta;V4M 2B2;49.024708;-123.074992;Provides non-emergency health care services on a walk-in basis. Saturday and Sunday hours also available.;Mon - Fri, 9 a.m. - noon 1 p.m. - 4 p.m. Sat - Sun, 9 a.m. - 1 p.m. Clinic hours may change due to physician availability and patient flow, please phone or check the website to confirm clinic's schedule.
Evergreen Medical Centre;SL072792;6045888181;http://www.findabcdoctor.ca/clinic8.html;;N;English;8960;152nd;Street;Surrey;V3R 4E4;49.165793;-122.801301;Provides non-emergency health care services on a walk-in basis. Saturday and Sunday hours available.;Mon - Fri, 8 a.m. - 5 p.m. Please note that hours are subject to physician availability and patient volume. Also check the website for doctors' schedules.
Morgan Creek Clinic;SL061709;6045425990;http://www.hilltopmedical.ca/index.php/morgan-creek-clinic;;Y;English,Cantonese,Korean,Greek,French,Spanish;15252;32nd;Avenue;Surrey;V3S 0R7;49.060094;-122.799217;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Thursday. Saturday and statutory holiday hours also available.;Mon - Thu, 9 a.m. - 9 p.m. Fri, Sat and statutory holidays, 9 a.m. - 5 p.m. Closed Sundays.
Hilltop Medical Clinic;SL061907;6045315575;http://www.hilltopmedical.ca/index.php/hilltop-medical-clinic;;N;English;15321;16;Avenue;Surrey;V4A 1R6;49.031121;-122.798056;Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday hours also available.;Mon - Thu, 9 a.m. - 8 p.m. Fri, 9 a.m. - 6 p.m. Sat, 9 a.m. - 1 p.m. Statutory holidays varies Closed Sunday. Clinic hours may vary due to patient volume and physicians' availability, please phone to confirm.
Salveo Medical Clinic;SL077216;2506140007;;;Y;English;2155;Ferry;Avenue;Prince George;V2N 5E8;53.887457;-122.769326;Provides non-emergency health care services on a walk-in basis. Saturday and Sunday hours also available.;Mon - Fri, 9 a.m. - 6 p.m. Sat, Sun, 10 a.m. - 2 p.m. Hours are subject to change. Please call to confirm.
Westside Medical Clinic;SL077217;2503910300;;;N;English;835;Langford;Parkway;Victoria;V9B 4V5;48.441407;-123.504841;Provides non-emergency health care services on a walk-in basis. Saturday and Sunday hours also available.;Mon, Wed, 9 a.m. - 1 p.m. Tue, Thu, 9 a.m. - 5 p.m. Fri - Sun, 9 a.m. - 4 p.m.
Guildford Medical Clinic;SL077219;6045828985;;med01@telus.net;N;English;14650;104th;Avenue;Surrey;V3R 1M3;49.191481;-122.815324;Provides non-emergency health care services on a walk-in basis. Includes a family practice.;Mon - Fri, 9 a.m. - 3 p.m. Hours are subject to change. Please call to confirm.
Guildford Medical Clinic;SL072544;6045828985;;med01@telus.net;N;;8291;Ackroyd;Road;Richmond;V6X 3K5;49.172051;-123.133093;Provides non-emergency health care services on a walk-in basis. Includes a family practice.;Mon - Fri, 9 am - 6 p.m. Sat, Sun, 9 a.m. - 1 p.m. Please call to check for doctor availability.
MD Medical Centre;SL077243;2507689959;;;Y;English;3020;Louie;Drive;West Kelowna;V4T 3E1;49.840972;-119.61148;Provides non-emergency health care services on a walk-in basis. Includes a family practice.;Mon - Thu, 9 a.m. - 4 p.m. Fri, 9 a.m. - 1 p.m. closed daily 12:30 p.m. - 1:15 p.m. Hours are subject to change. Please call to confirm.
Sullivan Medical Clinic;SL077327;6043036342;http://www.sullivanmedicalclinic.com/;admin@sullivanmedicalclinic.com;N;English,Punjabi,Mandarin;15325;56th;Avenue;Surrey;V3S 0X9;49.104505;-122.798666;Provides non-emergency health care services on a walk-in basis. Includes a family practice.;Mon - Fri, 9 a.m. - 6 p.m.
